id|atm_id|trans_date|bal
172|1|2005-06-21|95
173|1|2005-06-22|81
174|1|2005-06-23|82
175|1|2005-06-24|50
176|1|2005-06-25|11
177|1|2005-06-26|51
178|1|2005-06-27|72
179|1|2005-06-28|48
180|1|2005-06-29|80
181|1|2005-06-30|59
182|1|2005-07-01|37
183|1|2005-07-02|6
184|1|2005-07-03|44
185|1|2005-07-04|75
186|1|2005-07-05|80
187|1|2005-07-06|69
188|1|2005-07-07|68
189|1|2005-07-08|30
190|1|2005-07-09|5
191|1|2005-07-10|49
192|1|2005-07-11|67
193|1|2005-07-12|77
194|1|2005-07-13|68
195|1|2005-07-14|60
196|1|2005-07-15|33
197|1|2005-07-16|11
198|1|2005-07-17|46
199|1|2005-07-18|70
200|1|2005-07-19|66
201|1|2005-07-20|75
202|1|2005-07-21|63
203|1|2005-07-22|43
204|1|2005-07-23|6
205|1|2005-07-24|45
206|1|2005-07-25|64
207|1|2005-07-26|65
208|1|2005-07-27|67
209|1|2005-07-28|64
210|1|2005-07-29|30
211|1|2005-07-30|1
212|1|2005-07-31|2
213|1|2005-08-01|48
214|1|2005-08-02|70
215|1|2005-08-03|61
216|1|2005-08-04|56
217|1|2005-08-05|42
218|1|2005-08-06|11
219|1|2005-08-07|32
220|1|2005-08-08|63
221|1|2005-08-09|50
222|1|2005-08-10|64
223|1|2005-08-11|60
224|1|2005-08-12|22
225|1|2005-08-13|10
226|1|2005-08-14|18
227|1|2005-08-15|70
228|1|2005-08-16|47
229|1|2005-08-17|63
230|1|2005-08-18|60
231|1|2005-08-19|25
232|1|2005-08-20|5
233|1|2005-08-21|55
234|1|2005-08-22|40
235|1|2005-08-23|39
236|1|2005-08-24|51
237|1|2005-08-25|41
238|1|2005-08-26|23
239|1|2005-08-27|1
240|1|2005-08-28|37
241|1|2005-08-29|76
242|1|2005-08-30|75
243|1|2005-08-31|64
244|1|2005-09-01|68
245|1|2005-09-02|42
246|1|2005-09-03|4
247|1|2005-09-04|41
248|1|2005-09-05|71
249|1|2005-09-06|79
250|1|2005-09-07|68
251|1|2005-09-08|63
252|1|2005-09-09|35
253|1|2005-09-10|5
254|1|2005-09-11|41
255|1|2005-09-12|62
256|1|2005-09-13|79
257|1|2005-09-14|53
258|1|2005-09-15|55
259|1|2005-09-16|32
260|1|2005-09-17|4
261|1|2005-09-18|52
262|1|2005-09-19|73
263|1|2005-09-20|81
264|1|2005-09-21|69
265|1|2005-09-22|69
266|1|2005-09-23|34
267|1|2005-09-24|7
268|1|2005-09-25|42
269|1|2005-09-26|70
270|1|2005-09-27|83
271|1|2005-09-28|67
272|1|2005-09-29|70
273|1|2005-09-30|39
274|1|2005-10-01|5
275|1|2005-10-02|43
276|1|2005-10-03|65
277|1|2005-10-04|72
278|1|2005-10-05|90
279|1|2005-10-06|71
280|1|2005-10-07|28
281|1|2005-10-08|1
282|1|2005-10-09|37
283|1|2005-10-10|89
284|1|2005-10-11|68
285|1|2005-10-12|80
286|1|2005-10-13|59
287|1|2005-10-14|30
288|1|2005-10-15|8
289|1|2005-10-16|51
290|1|2005-10-17|82
291|1|2005-10-18|41
292|1|2005-10-19|0
293|1|2005-10-20|7
294|1|2005-10-21|26
295|1|2005-10-22|5
296|1|2005-10-23|51
297|1|2005-10-24|80
298|1|2005-10-25|63
299|1|2005-10-26|64
300|1|2005-10-27|66
301|1|2005-10-28|26
302|1|2005-10-29|5
303|1|2005-10-30|40
304|1|2005-10-31|24
305|1|2005-11-01|59
306|1|2005-11-02|69
307|1|2005-11-03|73
308|1|2005-11-04|27
309|1|2005-11-05|5
310|1|2005-11-06|45
311|1|2005-11-07|60
312|1|2005-11-08|63
313|1|2005-11-09|58
314|1|2005-11-10|53
315|1|2005-11-11|14
316|1|2005-11-12|3
317|1|2005-11-13|42
318|1|2005-11-14|64
319|1|2005-11-15|57
320|1|2005-11-16|59
321|1|2005-11-17|54
322|1|2005-11-18|24
323|1|2005-11-19|7
324|1|2005-11-20|42
325|1|2005-11-21|63
326|1|2005-11-22|58
327|1|2005-11-23|63
328|1|2005-11-24|41
329|1|2005-11-25|16
330|1|2005-11-26|2
331|1|2005-11-27|45
332|1|2005-11-28|61
333|1|2005-11-29|71
334|1|2005-11-30|71
335|1|2005-12-01|56
336|1|2005-12-02|25
337|1|2005-12-03|4
338|1|2005-12-04|45
339|1|2005-12-05|64
340|1|2005-12-06|63
341|1|2005-12-07|31
342|1|2005-12-08|53
343|1|2005-12-09|25
344|1|2005-12-10|3
345|1|2005-12-11|45
346|1|2005-12-12|62
347|1|2005-12-13|69
348|1|2005-12-14|75
349|1|2005-12-15|58
350|1|2005-12-16|39
351|1|2005-12-17|5
352|1|2005-12-18|43
353|1|2005-12-19|70
354|1|2005-12-20|67
355|1|2005-12-21|66
356|1|2005-12-22|53
357|1|2005-12-23|17
358|1|2005-12-24|0
359|1|2005-12-25|1
360|1|2005-12-26|34
361|1|2005-12-27|34
362|1|2005-12-28|32
363|1|2005-12-29|23
364|1|2005-12-30|7
365|1|2005-12-31|2
366|1|2006-01-01|8
367|1|2006-01-02|31
368|1|2006-01-03|39
369|1|2006-01-04|42
370|1|2006-01-05|33
371|1|2006-01-06|12
372|1|2006-01-07|2
373|1|2006-01-08|42
374|1|2006-01-09|62
375|1|2006-01-10|55
376|1|2006-01-11|49
377|2|2005-01-01|8
378|2|2005-01-02|7
379|2|2005-01-03|6
380|2|2005-01-04|6
381|2|2005-01-05|5
382|2|2005-01-06|10
383|2|2005-01-07|8
384|2|2005-01-08|9
385|2|2005-01-09|3
386|2|2005-01-10|9
387|2|2005-01-11|5
388|2|2005-01-12|7
389|2|2005-01-13|10
390|2|2005-01-14|9
391|2|2005-01-15|9
392|2|2005-01-16|4
393|2|2005-01-17|4
394|2|2005-01-18|2
395|2|2005-01-19|4
396|2|2005-01-20|7
397|2|2005-01-21|7
398|2|2005-01-22|6
399|2|2005-01-23|7
400|2|2005-01-24|4
401|2|2005-01-25|4
402|2|2005-01-26|1
403|2|2005-01-27|6
404|2|2005-01-28|3
405|2|2005-01-29|4
406|2|2005-01-30|4
407|2|2005-01-31|4
408|2|2005-02-01|5
409|2|2005-02-02|6
410|2|2005-02-03|12
411|2|2005-02-04|4
412|2|2005-02-05|6
413|2|2005-02-06|4
414|2|2005-02-07|5
415|2|2005-02-08|8
416|2|2005-02-09|4
417|2|2005-02-10|15
418|2|2005-02-11|12
419|2|2005-02-12|9
420|2|2005-02-13|6
421|2|2005-02-14|7
422|2|2005-02-15|3
423|2|2005-02-16|7
424|2|2005-02-17|8
425|2|2005-02-18|4
426|2|2005-02-19|13
427|2|2005-02-20|4
428|2|2005-02-21|2
429|2|2005-02-22|7
430|2|2005-02-23|5
431|2|2005-02-24|8
432|2|2005-02-25|3
433|2|2005-02-26|8
434|2|2005-02-27|11
435|2|2005-02-28|5
436|2|2005-03-01|5
437|2|2005-03-02|2
438|2|2005-03-03|13
439|2|2005-03-04|6
440|2|2005-03-05|7
441|2|2005-03-06|10
442|2|2005-03-07|6
443|2|2005-03-08|13
444|2|2005-03-09|7
445|2|2005-03-10|9
446|2|2005-03-11|13
447|2|2005-03-12|12
448|2|2005-03-13|7
449|2|2005-03-14|9
450|2|2005-03-15|18
451|2|2005-03-16|15
452|2|2005-03-17|50
453|2|2005-03-18|76
454|2|2005-03-19|61
455|2|2005-03-20|24
456|2|2005-03-21|15
457|2|2005-03-22|30
458|2|2005-03-23|104
459|2|2005-03-24|109
460|2|2005-03-25|48
461|2|2005-03-26|18
462|2|2005-03-27|50
463|2|2005-03-28|15
464|2|2005-03-29|18
465|2|2005-03-30|21
466|2|2005-03-31|42
467|2|2005-04-01|70
468|2|2005-04-02|91
469|2|2005-04-03|31
470|2|2005-04-04|13
471|2|2005-04-05|18
472|2|2005-04-06|29
473|2|2005-04-07|29
474|2|2005-04-08|31
475|2|2005-04-09|39
476|2|2005-04-10|22
477|2|2005-04-11|14
478|2|2005-04-12|26
479|2|2005-04-13|26
480|2|2005-04-14|66
481|2|2005-04-15|47
482|2|2005-04-16|19
483|2|2005-04-17|39
484|2|2005-04-18|24
485|2|2005-04-19|17
486|2|2005-04-20|30
487|2|2005-04-21|105
488|2|2005-04-22|76
489|2|2005-04-23|39
490|2|2005-04-24|34
491|2|2005-04-25|44
492|2|2005-04-26|39
493|2|2005-04-27|63
494|2|2005-04-28|155
495|2|2005-04-29|214
496|2|2005-04-30|192
497|2|2005-05-01|92
498|2|2005-05-02|62
499|2|2005-05-03|258
500|2|2005-05-04|544
501|2|2005-05-05|311
502|2|2005-05-06|231
503|2|2005-05-07|229
504|2|2005-05-08|136
505|2|2005-05-09|138
506|2|2005-05-10|288
507|2|2005-05-11|259
508|2|2005-05-12|269
509|2|2005-05-13|185
510|2|2005-05-14|104
511|2|2005-05-15|80
512|2|2005-05-16|45
513|2|2005-05-17|80
514|2|2005-05-18|71
515|2|2005-05-19|127
516|2|2005-05-20|154
517|2|2005-05-21|130
518|2|2005-05-22|78
519|2|2005-05-23|66
520|2|2005-05-24|79
521|2|2005-05-25|117
522|2|2005-05-26|96
523|2|2005-05-27|101
524|2|2005-05-28|81
525|2|2005-05-29|39
526|2|2005-05-30|33
527|2|2005-05-31|58
528|2|2005-06-01|105
529|2|2005-06-02|162
530|2|2005-06-03|173
531|2|2005-06-04|134
532|2|2005-06-05|102
533|2|2005-06-06|83
534|2|2005-06-07|66
535|2|2005-06-08|64
536|2|2005-06-09|142
537|2|2005-06-10|102
538|2|2005-06-11|114
539|2|2005-06-12|41
540|2|2005-06-13|31
541|2|2005-06-14|47
542|2|2005-06-15|58
543|2|2005-06-16|83
544|2|2005-06-17|99
545|2|2005-06-18|119
546|2|2005-06-19|51
547|2|2005-06-20|26
548|2|2005-06-21|22
549|2|2005-06-22|58
550|2|2005-06-23|88
551|2|2005-06-24|170
552|2|2005-06-25|107
553|2|2005-06-26|47
554|2|2005-06-27|34
555|2|2005-06-28|50
556|2|2005-06-29|45
557|2|2005-06-30|151
558|2|2005-07-01|114
559|2|2005-07-02|111
560|2|2005-07-03|55
561|2|2005-07-04|62
562|2|2005-07-05|77
563|2|2005-07-06|85
564|2|2005-07-07|133
565|2|2005-07-08|95
566|2|2005-07-09|130
567|2|2005-07-10|86
568|2|2005-07-11|52
569|2|2005-07-12|50
570|2|2005-07-13|58
571|2|2005-07-14|58
572|2|2005-07-15|88
573|2|2005-07-16|87
574|2|2005-07-17|58
575|2|2005-07-18|52
576|2|2005-07-19|68
577|2|2005-07-20|86
578|2|2005-07-21|92
579|2|2005-07-22|93
580|2|2005-07-23|77
581|2|2005-07-24|60
582|2|2005-07-25|51
583|2|2005-07-26|60
584|2|2005-07-27|57
585|2|2005-07-28|105
586|2|2005-07-29|144
587|2|2005-07-30|116
588|2|2005-07-31|86
589|2|2005-08-01|80
590|2|2005-08-02|105
591|2|2005-08-03|126
592|2|2005-08-04|91
593|2|2005-08-05|122
594|2|2005-08-06|147
595|2|2005-08-07|104
596|2|2005-08-08|63
597|2|2005-08-09|66
598|2|2005-08-10|97
599|2|2005-08-11|94
600|2|2005-08-12|129
601|2|2005-08-13|156
602|2|2005-08-14|184
603|2|2005-08-15|72
604|2|2005-08-16|85
605|2|2005-08-17|87
606|2|2005-08-18|111
607|2|2005-08-19|142
608|2|2005-08-20|157
609|2|2005-08-21|83
610|2|2005-08-22|5
611|2|2005-08-23|6
612|2|2005-08-24|0
613|2|2005-08-25|6
614|2|2005-08-26|50
615|2|2005-08-27|88
616|2|2005-08-28|58
617|2|2005-08-29|45
618|2|2005-08-30|37
619|2|2005-08-31|52
620|2|2005-09-01|96
621|2|2005-09-02|91
622|2|2005-09-03|97
623|2|2005-09-04|40
624|2|2005-09-05|36
625|2|2005-09-06|27
626|2|2005-09-07|37
627|2|2005-09-08|76
628|2|2005-09-09|64
629|2|2005-09-10|66
630|2|2005-09-11|53
631|2|2005-09-12|26
632|2|2005-09-13|48
633|2|2005-09-14|54
634|2|2005-09-15|93
635|2|2005-09-16|105
636|2|2005-09-17|75
637|2|2005-09-18|49
638|2|2005-09-19|42
639|2|2005-09-20|32
640|2|2005-09-21|31
641|2|2005-09-22|72
642|2|2005-09-23|87
643|2|2005-09-24|51
644|2|2005-09-25|24
645|2|2005-09-26|26
646|2|2005-09-27|24
647|2|2005-09-28|36
648|2|2005-09-29|93
649|2|2005-09-30|48
650|2|2005-10-01|58
651|2|2005-10-02|39
652|2|2005-10-03|23
653|2|2005-10-04|23
654|2|2005-10-05|27
655|2|2005-10-06|54
656|2|2005-10-07|55
657|2|2005-10-08|56
658|2|2005-10-09|26
659|2|2005-10-10|31
660|2|2005-10-11|14
661|2|2005-10-12|22
662|2|2005-10-13|56
663|2|2005-10-14|59
664|2|2005-10-15|56
665|2|2005-10-16|13
666|2|2005-10-17|13
667|2|2005-10-18|6
668|2|2005-10-19|11
669|2|2005-10-20|28
670|2|2005-10-21|21
671|2|2005-10-22|20
672|2|2005-10-23|18
673|2|2005-10-24|14
674|2|2005-10-25|10
675|2|2005-10-26|13
676|2|2005-10-27|42
677|2|2005-10-28|50
678|2|2005-10-29|21
679|2|2005-10-30|18
680|2|2005-10-31|16
681|2|2005-11-01|12
682|2|2005-11-02|4
683|2|2005-11-03|20
684|2|2005-11-04|22
685|2|2005-11-05|12
686|2|2005-11-06|9
687|2|2005-11-07|9
688|2|2005-11-08|13
689|2|2005-11-09|12
690|2|2005-11-10|27
691|2|2005-11-11|23
692|2|2005-11-12|21
693|2|2005-11-13|7
694|2|2005-11-14|9
695|2|2005-11-15|10
696|2|2005-11-16|9
697|2|2005-11-17|15
698|2|2005-11-18|10
699|2|2005-11-19|18
700|2|2005-11-20|8
701|2|2005-11-21|4
702|2|2005-11-22|3
703|2|2005-11-23|11
704|2|2005-11-24|6
705|2|2005-11-25|4
706|2|2005-11-26|7
707|2|2005-11-27|5
708|2|2005-11-28|4
709|2|2005-11-29|6
710|2|2005-11-30|6
711|2|2005-12-01|8
712|2|2005-12-02|5
713|2|2005-12-03|7
714|2|2005-12-04|4
715|2|2005-12-05|8
716|2|2005-12-06|6
717|2|2005-12-07|4
718|2|2005-12-08|12
719|2|2005-12-09|11
720|2|2005-12-10|14
721|2|2005-12-11|6
722|2|2005-12-12|5
723|2|2005-12-13|7
724|2|2005-12-14|3
725|2|2005-12-15|9
726|2|2005-12-16|5
727|2|2005-12-17|7
728|2|2005-12-18|6
729|2|2005-12-19|7
730|2|2005-12-20|11
731|2|2005-12-21|6
732|2|2005-12-22|14
733|2|2005-12-23|12
734|2|2005-12-24|9
735|2|2005-12-25|6
736|2|2005-12-26|10
737|2|2005-12-27|9
738|2|2005-12-28|6
739|2|2005-12-29|7
740|2|2005-12-30|3
741|2|2005-12-31|3
742|2|2006-01-01|9
743|2|2006-01-02|12
744|2|2006-01-03|4
745|2|2006-01-04|5
746|2|2006-01-05|9
747|2|2006-01-06|8
748|2|2006-01-07|7
749|2|2006-01-08|4
750|2|2006-01-09|7
751|2|2006-01-10|4
752|2|2006-01-11|7
753|3|2005-01-01|3
754|3|2005-01-02|36
755|3|2005-01-03|51
756|3|2005-01-04|41
757|3|2005-01-05|17
758|3|2005-01-06|28
759|3|2005-01-07|7
760|3|2005-01-08|8
761|3|2005-01-09|59
762|3|2005-01-10|71
763|3|2005-01-11|81
764|3|2005-01-12|79
765|3|2005-01-13|55
766|3|2005-01-14|32
767|3|2005-01-15|6
768|3|2005-01-16|60
769|3|2005-01-17|84
770|3|2005-01-18|55
771|3|2005-01-19|48
772|3|2005-01-20|21
773|3|2005-01-21|36
774|3|2005-01-22|25
775|3|2005-01-23|50
776|3|2005-01-24|72
777|3|2005-01-25|72
778|3|2005-01-26|76
779|3|2005-01-27|57
780|3|2005-01-28|27
781|3|2005-01-29|4
782|3|2005-01-30|62
783|3|2005-01-31|65
784|3|2005-02-01|61
785|3|2005-02-02|84
786|3|2005-02-03|61
787|3|2005-02-04|18
788|3|2005-02-05|6
789|3|2005-02-06|62
790|3|2005-02-07|67
791|3|2005-02-08|76
792|3|2005-02-09|80
793|3|2005-02-10|65
794|3|2005-02-11|34
795|3|2005-02-12|6
796|3|2005-02-13|63
797|3|2005-02-14|69
798|3|2005-02-15|72
799|3|2005-02-16|95
800|3|2005-02-17|53
801|3|2005-02-18|26
802|3|2005-02-19|6
803|3|2005-02-20|46
804|3|2005-02-21|77
805|3|2005-02-22|91
806|3|2005-02-23|103
807|3|2005-02-24|69
808|3|2005-02-25|26
809|3|2005-02-26|4
810|3|2005-02-27|88
811|3|2005-02-28|95
812|3|2005-03-01|101
813|3|2005-03-02|102
814|3|2005-03-03|65
815|3|2005-03-04|28
816|3|2005-03-05|7
817|3|2005-03-06|72
818|3|2005-03-07|81
819|3|2005-03-08|103
820|3|2005-03-09|109
821|3|2005-03-10|62
822|3|2005-03-11|36
823|3|2005-03-12|9
824|3|2005-03-13|111
825|3|2005-03-14|114
826|3|2005-03-15|117
827|3|2005-03-16|116
828|3|2005-03-17|274
829|3|2005-03-18|104
830|3|2005-03-19|2
831|3|2005-03-20|105
832|3|2005-03-21|149
833|3|2005-03-22|125
834|3|2005-03-23|153
835|3|2005-03-24|40
836|3|2005-03-25|47
837|3|2005-03-26|3
838|3|2005-03-27|7
839|3|2005-03-28|104
840|3|2005-03-29|100
841|3|2005-03-30|159
842|3|2005-03-31|97
843|3|2005-04-01|50
844|3|2005-04-02|4
845|3|2005-04-03|112
846|3|2005-04-04|136
847|3|2005-04-05|140
848|3|2005-04-06|158
849|3|2005-04-07|91
850|3|2005-04-08|55
851|3|2005-04-09|8
852|3|2005-04-10|119
853|3|2005-04-11|124
854|3|2005-04-12|132
855|3|2005-04-13|151
856|3|2005-04-14|92
857|3|2005-04-15|40
858|3|2005-04-16|9
859|3|2005-04-17|125
860|3|2005-04-18|127
861|3|2005-04-19|154
862|3|2005-04-20|135
863|3|2005-04-21|125
864|3|2005-04-22|43
865|3|2005-04-23|10
866|3|2005-04-24|116
867|3|2005-04-25|255
868|3|2005-04-26|320
869|3|2005-04-27|197
870|3|2005-04-28|135
871|3|2005-04-29|90
872|3|2005-04-30|144
873|3|2005-05-01|172
874|3|2005-05-02|180
875|3|2005-05-03|295
876|3|2005-05-04|24
877|3|2005-05-05|104
878|3|2005-05-06|32
879|3|2005-05-07|4
880|3|2005-05-08|105
881|3|2005-05-09|129
882|3|2005-05-10|155
883|3|2005-05-11|148
884|3|2005-05-12|112
885|3|2005-05-13|48
886|3|2005-05-14|2
887|3|2005-05-15|31
888|3|2005-05-16|114
889|3|2005-05-17|148
890|3|2005-05-18|167
891|3|2005-05-19|81
892|3|2005-05-20|48
893|3|2005-05-21|5
894|3|2005-05-22|97
895|3|2005-05-23|124
896|3|2005-05-24|131
897|3|2005-05-25|70
898|3|2005-05-26|89
899|3|2005-05-27|34
900|3|2005-05-28|11
901|3|2005-05-29|125
902|3|2005-05-30|133
903|3|2005-05-31|98
904|3|2005-06-01|74
905|3|2005-06-02|231
906|3|2005-06-03|41
907|3|2005-06-04|6
908|3|2005-06-05|151
909|3|2005-06-06|213
910|3|2005-06-07|175
911|3|2005-06-08|180
912|3|2005-06-09|144
913|3|2005-06-10|64
914|3|2005-06-11|3
915|3|2005-06-12|162
916|3|2005-06-13|198
917|3|2005-06-14|197
918|3|2005-06-15|204
919|3|2005-06-16|145
920|3|2005-06-17|56
921|3|2005-06-18|6
922|3|2005-06-19|190
923|3|2005-06-20|212
924|3|2005-06-21|214
925|3|2005-06-22|185
926|3|2005-06-23|125
927|3|2005-06-24|75
928|3|2005-06-25|8
929|3|2005-06-26|175
930|3|2005-06-27|209
931|3|2005-06-28|211
932|3|2005-06-29|246
933|3|2005-06-30|134
934|3|2005-07-01|68
935|3|2005-07-02|10
936|3|2005-07-03|178
937|3|2005-07-04|219
938|3|2005-07-05|227
939|3|2005-07-06|205
940|3|2005-07-07|145
941|3|2005-07-08|76
942|3|2005-07-09|11
943|3|2005-07-10|184
944|3|2005-07-11|218
945|3|2005-07-14|109
946|3|2005-07-15|83
947|3|2005-07-16|10
948|3|2005-07-17|170
949|3|2005-07-18|243
950|3|2005-07-19|225
951|3|2005-07-20|211
952|3|2005-07-21|130
953|3|2005-07-22|62
954|3|2005-07-23|11
955|3|2005-07-24|192
956|3|2005-07-25|197
957|3|2005-07-26|241
958|3|2005-07-27|201
959|3|2005-07-28|160
960|3|2005-07-29|80
961|3|2005-07-30|12
962|3|2005-07-31|8
963|3|2005-08-01|237
964|3|2005-08-02|209
965|3|2005-08-03|223
966|3|2005-08-04|135
967|3|2005-08-05|46
968|3|2005-08-06|10
969|3|2005-08-07|110
970|3|2005-08-08|144
971|3|2005-08-09|109
972|3|2005-08-10|118
973|3|2005-08-11|69
974|3|2005-08-12|34
975|3|2005-08-13|9
976|3|2005-08-14|20
977|3|2005-08-15|91
978|3|2005-08-16|119
979|3|2005-08-17|95
980|3|2005-08-18|67
981|3|2005-08-19|35
982|3|2005-08-20|8
983|3|2005-08-21|116
984|3|2005-08-22|502
985|3|2005-08-23|393
986|3|2005-08-24|297
987|3|2005-08-25|148
988|3|2005-08-26|87
989|3|2005-08-27|8
990|3|2005-08-28|221
991|3|2005-08-29|278
992|3|2005-08-30|177
993|3|2005-08-31|155
994|3|2005-09-01|117
995|3|2005-09-02|51
996|3|2005-09-03|6
997|3|2005-09-04|174
998|3|2005-09-05|189
999|3|2005-09-06|174
1000|3|2005-09-07|172
1001|3|2005-09-08|107
1002|3|2005-09-09|51
1003|3|2005-09-10|2
1004|3|2005-09-11|165
1005|3|2005-09-12|203
1006|3|2005-09-13|207
1007|3|2005-09-14|170
1008|3|2005-09-15|107
1009|3|2005-09-16|51
1010|3|2005-09-17|8
1011|3|2005-09-18|134
1012|3|2005-09-19|193
1013|3|2005-09-20|210
1014|3|2005-09-21|182
1015|3|2005-09-22|103
1016|3|2005-09-23|54
1017|3|2005-09-24|7
1018|3|2005-09-25|150
1019|3|2005-09-26|177
1020|3|2005-09-27|157
1021|3|2005-09-28|185
1022|3|2005-09-29|109
1023|3|2005-09-30|61
1024|3|2005-10-01|10
1025|3|2005-10-02|190
1026|3|2005-10-03|206
1027|3|2005-10-04|197
1028|3|2005-10-05|198
1029|3|2005-10-06|103
1030|3|2005-10-07|47
1031|3|2005-10-08|3
1032|3|2005-10-09|155
1033|3|2005-10-10|175
1034|3|2005-10-11|161
1035|3|2005-10-12|170
1036|3|2005-10-13|109
1037|3|2005-10-14|50
1038|3|2005-10-15|6
1039|3|2005-10-16|129
1040|3|2005-10-17|171
1041|3|2005-10-18|177
1042|3|2005-10-19|165
1043|3|2005-10-20|101
1044|3|2005-10-21|76
1045|3|2005-10-22|5
1046|3|2005-10-23|145
1047|3|2005-10-24|159
1048|3|2005-10-25|209
1049|3|2005-10-26|204
1050|3|2005-10-27|113
1051|3|2005-10-28|38
1052|3|2005-10-29|3
1053|3|2005-10-30|125
1054|3|2005-10-31|36
1055|3|2005-11-01|206
1056|3|2005-11-02|206
1057|3|2005-11-03|94
1058|3|2005-11-04|50
1059|3|2005-11-05|1
1060|3|2005-11-06|141
1061|3|2005-11-07|168
1062|3|2005-11-08|155
1063|3|2005-11-09|171
1064|3|2005-11-10|106
1065|3|2005-11-11|44
1066|3|2005-11-12|0
1067|3|2005-11-13|111
1068|3|2005-11-14|149
1069|3|2005-11-15|146
1070|3|2005-11-16|131
1071|3|2005-11-17|73
1072|3|2005-11-18|40
1073|3|2005-11-19|1
1074|3|2005-11-20|118
1075|3|2005-11-21|132
1076|3|2005-11-22|163
1077|3|2005-11-23|148
1078|3|2005-11-24|71
1079|3|2005-11-25|21
1080|3|2005-11-26|0
1081|3|2005-11-27|89
1082|3|2005-11-28|119
1083|3|2005-11-29|124
1084|3|2005-11-30|130
1085|3|2005-12-01|77
1086|3|2005-12-02|47
1087|3|2005-12-03|3
1088|3|2005-12-04|99
1089|3|2005-12-05|145
1090|3|2005-12-06|93
1091|3|2005-12-07|57
1092|3|2005-12-08|147
1093|3|2005-12-09|30
1094|3|2005-12-10|3
1095|3|2005-12-11|109
1096|3|2005-12-12|116
1097|3|2005-12-13|122
1098|3|2005-12-14|106
1099|3|2005-12-15|49
1100|3|2005-12-16|42
1101|3|2005-12-17|14
1102|3|2005-12-18|131
1103|3|2005-12-19|111
1104|3|2005-12-20|112
1105|3|2005-12-21|93
1106|3|2005-12-22|49
1107|3|2005-12-23|6
1108|3|2005-12-24|0
1109|3|2005-12-25|11
1110|3|2005-12-26|56
1111|3|2005-12-27|58
1112|3|2005-12-28|37
1113|3|2005-12-29|32
1114|3|2005-12-30|19
1115|3|2005-12-31|12
1116|3|2006-01-01|17
1117|3|2006-01-02|60
1118|3|2006-01-03|47
1119|3|2006-01-04|49
1120|3|2006-01-05|17
1121|3|2006-01-06|18
1122|3|2006-01-07|7
1123|3|2006-01-08|99
1124|3|2006-01-09|102
1125|3|2006-01-10|89
1126|4|2003-02-07|2807
1127|4|2003-02-08|4433
1128|4|2003-02-09|2836
1129|4|2003-02-10|3004
1130|4|2003-02-11|2949
1131|4|2003-02-12|3046
1132|4|2003-02-13|4419
1133|4|2003-02-14|7063
1134|4|2003-02-15|6179
1135|4|2003-02-16|2680
1136|4|2003-02-17|2541
1137|4|2003-02-18|2989
1138|4|2003-02-19|2958
1139|4|2003-02-20|4241
1140|4|2003-02-21|6879
1141|4|2003-02-22|6327
1142|4|2003-02-23|3555
1143|4|2003-02-24|3388
1144|4|2003-02-25|3433
1145|4|2003-02-26|3096
1146|4|2003-02-27|4696
1147|4|2003-02-28|5607
1148|4|2003-03-01|4009
1149|4|2003-03-02|2138
1150|4|2003-03-03|3013
1151|4|2003-03-04|3629
1152|4|2003-03-05|2299
1153|4|2003-03-06|3712
1154|4|2003-03-07|5459
1155|4|2003-03-08|4816
1156|4|2003-03-09|2919
1157|4|2003-03-10|2660
1158|4|2003-03-11|2113
1159|4|2003-03-12|2072
1160|4|2003-03-13|3417
1161|4|2003-03-14|5244
1162|4|2003-03-15|5818
1163|4|2003-03-16|2564
1164|4|2003-03-17|2479
1165|4|2003-03-18|4262
1166|4|2003-03-19|2647
1167|4|2003-03-20|3395
1168|4|2003-03-21|4591
1169|4|2003-03-22|5308
1170|4|2003-03-23|2525
1171|4|2003-03-24|2221
1172|4|2003-03-25|2185
1173|4|2003-03-26|2248
1174|4|2003-03-27|2886
1175|4|2003-03-28|3416
1176|4|2003-03-29|3662
1177|4|2003-03-30|1716
1178|4|2003-03-31|1950
1179|4|2003-04-01|1556
1180|4|2003-04-02|1601
1181|4|2003-04-03|2691
1182|4|2003-04-04|3373
1183|4|2003-04-05|2650
1184|4|2003-04-06|1640
1185|4|2003-04-07|1811
1186|4|2003-04-08|1653
1187|4|2003-04-09|1605
1188|4|2003-04-10|2513
1189|4|2003-04-11|2586
1190|4|2003-04-12|4101
1191|4|2003-04-13|2281
1192|4|2003-04-14|2308
1193|4|2003-04-15|2400
1194|4|2003-04-16|3240
1195|4|2003-04-17|4123
1196|4|2003-04-18|2430
1197|4|2003-04-19|2173
1198|4|2003-04-20|2483
1199|4|2003-04-21|2127
1200|4|2003-04-22|2140
1201|4|2003-04-23|2399
1202|4|2003-04-24|2535
1203|4|2003-04-25|2700
1204|4|2003-04-26|2432
1205|4|2003-04-27|1926
1206|4|2003-04-28|1850
1207|4|2003-04-29|1909
1208|4|2003-04-30|2443
1209|4|2003-05-01|2489
1210|4|2003-05-02|2295
1211|4|2003-05-03|3829
1212|4|2003-05-04|2145
1213|4|2003-05-05|2200
1214|4|2003-05-06|2404
1215|4|2003-05-07|2314
1216|4|2003-05-08|2532
1217|4|2003-05-09|2243
1218|4|2003-05-10|2850
1219|4|2003-05-11|2014
1220|4|2003-05-12|1842
1221|4|2003-05-13|1837
1222|4|2003-05-14|2105
